5.595,22.90647156,0.639254
5.625,22.97675933,0.629871
5.655,23.04641914,0.620538
5.685,23.11546037,0.611253
5.715,23.18389231,0.602016
5.745,23.25172418,0.592827
5.775,23.31896515,0.583684
5.805,23.38562429,0.574586
5.835,23.45171065,0.565533
5.865,23.51723316,0.556524
5.895,23.58220074,0.547558
5.925,23.6466222,0.538635
5.955,23.71050631,0.529753
5.985,23.77386178,0.520911
6.015,23.83669724,0.512109
6.045,23.89902128,0.503347
6.075,23.96084242,0.494623
6.105,24.02216912,0.485936
6.135,24.08300977,0.477287
6.165,24.14337272,0.468673
6.195,24.20326626,0.460094
6.225,24.26269862,0.45155
6.255,24.32167795,0.443039
6.285,24.38021239,0.434562
6.315,24.43830999,0.426116
6.345,24.49597875,0.417702
6.375,24.55322664,0.409318
6.405,24.61006155,0.400965
6.435,24.66649132,0.39264
6.465,24.72252375,0.384343
6.495,24.77816659,0.376074
6.525,24.83342752,0.367831
6.555,24.88831418,0.359615
6.585,24.94283418,0.351423
6.615,24.99699504,0.343256
6.645,25.05080428,0.335113
6.675,25.10426932,0.326992
6.705,25.15739757,0.318893
6.735,25.21019637,0.310815
6.765,25.26267304,0.302758
6.795,25.31483483,0.294721
6.825,25.36668895,0.286702
6.855,25.41824257,0.278701
6.885,25.4695028,0.270718
6.915,25.52047674,0.262751
6.945,25.5711714,0.2548
6.975,25.62159379,0.246863
7.005,25.67175084,0.238941
7.035,25.72164947,0.231032
7.065,25.77129653,0.223135
7.095,25.82069884,0.215251
7.125,25.86986319,0.207377
7.155,25.91879632,0.199513
7.185,25.96750491,0.191658
7.215,26.01599564,0.183812
7.245,26.06427512,0.175973
7.275,26.11234992,0.168141
7.305,26.16022659,0.160315
7.335,26.20791164,0.152494
7.365,26.25541151,0.144678
7.395,26.30273265,0.136865
7.425,26.34988144,0.129055
7.455,26.39686424,0.121247
7.485,26.44368734,0.113439
7.515,26.49035705,0.105632
7.545,26.53687959,0.097824
7.575,26.58326118,0.090015
7.605,26.62950799,0.082204
7.635,26.67562615,0.074389
7.665,26.72162177,0.06657
7.695,26.76750091,0.058747
7.725,26.81326962,0.050917
7.755,26.85893388,0.043081
7.785,26.90449968,0.035238
7.815,26.94997293,0.027387
7.845,26.99535956,0.019526
7.875,27.04066541,0.011655
7.905,27.08589633,0.003774
7.935,27.13105813,-0.004119
7.965,27.17615658,-0.012025
7.995,27.22119741,-0.019943
8.025,27.26619931,-0.027879
8.055,27.31119931,-0.035837
8.085,27.35619931,-0.043819
8.115,27.40119931,-0.051824
8.145,27.44619931,-0.059851
8.175,27.49119931,-0.067902
8.205,27.53619931,-0.075975
8.235,27.58119931,-0.084071
8.265,27.62619931,-0.092189
8.295,27.6711993,-0.10033
8.325,27.7161993,-0.108493
8.355,27.7611993,-0.116678
8.385,27.8061993,-0.124885
8.415,27.8511993,-0.133114
8.445,27.8961993,-0.141365
8.475,27.9411993,-0.149638
8.505,27.9861993,-0.157932
8.535,28.0311993,-0.166248
8.565,28.0761993,-0.174585
8.595,28.1211993,-0.182944
